iter	Passed	Remaining
162	568	2920
163	570	2906
164	572	2897
165	574	2884
166	575	2869
167	576	2856
168	578	2843
169	579	2829
170	580	2816
171	582	2804
172	584	2792
173	585	2779
174	586	2766
175	588	2753
176	589	2740
177	590	2728
178	592	2717
179	593	2705
180	594	2690
181	595	2678
182	597	2667
183	598	2656
184	600	2644
185	601	2633
186	603	2621
187	604	2610
188	605	2598
189	607	2587
190	608	2578
191	610	2567
192	611	2557
193	613	2547
194	614	2537
195	616	2526
196	617	2516
197	618	2506
198	620	2495
199	621	2485
200	623	2476
201	624	2466
202	625	2457
203	627	2447
204	628	2437
205	629	2427
206	631	2418
207	632	2409
208	634	2400
209	635	2391
210	637	2382
211	638	2373
212	639	2363
213	641	2355
214	642	2345
215	643	2336
216	645	2328
217	646	2319
218	647	2310
219	649	2301
220	650	2292
221	651	2283
222	653	2275
223	654	2267
224	655	2258
225	657	2250
226	658	2241
227	659	2233
228	660	2225
229	662	2217
230	663	2208
231	664	2200
232	666	2192
233	667	2184
234	668	2177
235	670	2169
236	671	2161
237	672	2154
238	674	2146
239	675	2138
240	676	2130
241	677	2123
242	679	2115
243	680	2108
244	681	2101
245	683	2094
246	684	2087
247	685	2080
248	687	2072
249	688	2065
250	689	2058
251	691	2051
252	692	2044
253	693	2037
254	694	2030
255	696	2023
256	697	2017
257	699	2010
258	700	2003
259	701	1996
260	702	1990
261	704	1983
262	705	1977
263	706	1970
264	708	1963
265	709	1957
266	710	1950
267	712	1944
268	713	1938
269	714	1931
270	715	1926
271	717	1919
272	718	1913
273	719	1907
274	721	1901
275	722	1895
276	723	1889
277	725	1883
278	726	1878
279	728	1872
280	729	1866
281	730	1860
282	732	1854
283	733	1849
284	734	1843
285	736	1837
286	737	1832
287	738	1826
288	740	1821
289	741	1815
290	742	1810
291	744	1804
292	745	1798
293	746	1793
294	748	1788
295	749	1783
296	751	1777
297	752	1772
298	753	1767
299	754	1761
300	756	1756
301	757	1750
302	758	1745
303	760	1740
304	761	1734
305	762	1729
306	763	1724
307	765	1719
308	766	1713
309	767	1708
310	769	1703
311	770	1699
312	771	1694
313	773	1689
314	774	1684
315	775	1679
316	777	1674
317	778	1669
318	779	1664
319	781	1660
320	782	1656
321	784	1651
322	785	1647
323	787	1642
324	788	1637
325	789	1633
326	791	1628
327	792	1623
328	793	1619
329	795	1614
330	796	1609
331	797	1605
332	799	1600
333	800	1596
334	801	1591
335	803	1587
336	804	1582
337	805	1578
338	807	1574
339	808	1570
340	810	1565
341	811	1561
342	812	1556
343	814	1552
344	815	1548
345	816	1543
346	818	1539
347	819	1535
348	820	1530
349	821	1526
350	823	1522
351	824	1517
352	825	1513
353	827	1509
354	828	1505
355	829	1501
356	831	1497
357	832	1492
358	833	1488
359	835	1485
360	837	1483
361	839	1479
362	840	1475
363	842	1471
364	843	1467
365	845	1464
366	846	1460
367	848	1457
368	850	1455
369	852	1451
370	854	1448
371	855	1444
372	857	1442
373	859	1438
374	860	1434
375	862	1431
376	864	1428
377	866	1425
378	868	1422
379	869	1418
380	870	1414
381	872	1411
382	873	1407
383	875	1403
384	876	1400
385	878	1397
386	880	1394
387	881	1390
388	883	1387
389	885	1384
390	886	1381
391	888	1378
392	890	1374
393	891	1371
394	893	1368
395	896	1366
396	897	1363
397	899	1360
398	901	1357
399	902	1354
400	904	1351
401	906	1347
402	907	1344
403	909	1341
404	910	1338
405	912	1334
406	913	1331
407	915	1327
408	916	1324
409	918	1321
410	919	1317
411	921	1314
412	922	1311
413	924	1308
414	925	1305
415	927	1301
416	928	1298
417	930	1295
418	932	1292
419	933	1289
420	935	1286
421	936	1282
422	938	1279
423	939	1276
424	940	1272
425	942	1269
426	943	1266
427	945	1263
428	946	1260
429	948	1256
430	949	1253
431	951	1250
432	952	1247
433	954	1244
434	955	1241
435	957	1238
436	958	1234
437	959	1231
438	961	1228
439	962	1225
440	964	1222
441	965	1219
442	967	1216
443	968	1212
444	969	1209
445	971	1206
446	972	1203
447	974	1200
448	975	1197
449	977	1194
450	978	1191
451	980	1188
452	981	1185
453	982	1182
454	984	1179
455	985	1175
456	987	1172
457	988	1169
458	989	1166
459	991	1163
460	992	1161
461	994	1158
462	996	1155
463	997	1152
464	999	1149
465	1000	1146
466	1002	1143
467	1003	1140
468	1005	1137
469	1006	1134
470	1007	1131
471	1009	1128
472	1010	1125
473	1012	1123
474	1013	1120
475	1015	1117
476	1016	1114
477	1018	1111
478	1020	1109
479	1021	1106
480	1023	1103
481	1024	1101
482	1026	1098
483	1027	1095
484	1029	1092
485	1030	1090
486	1032	1087
487	1034	1085
488	1035	1082
489	1037	1079
490	1038	1076
491	1040	1074
492	1041	1071
493	1043	1068
494	1045	1066
495	1048	1065
496	1050	1063
497	1052	1060
498	1054	1058
499	1055	1055
500	1057	1053
501	1059	1051
502	1061	1049
503	1063	1046
504	1065	1044
505	1067	1041
506	1068	1039
507	1070	1036
508	1071	1033
509	1073	1031
510	1074	1028
511	1076	1025
512	1077	1023
513	1079	1020
514	1080	1017
515	1082	1014
516	1083	1012
517	1085	1009
518	1086	1006
519	1087	1004
520	1089	1001
521	1091	999
522	1092	996
523	1094	993
524	1096	991
525	1097	989
526	1101	988
527	1103	986
528	1104	983
529	1106	980
530	1107	978
531	1108	975
532	1110	972
533	1111	970
534	1113	967
535	1114	964
536	1116	962
537	1117	959
538	1119	957
539	1120	954
540	1121	951
541	1123	949
542	1124	946
543	1126	943
544	1127	941
545	1129	938
546	1130	936
547	1132	933
548	1134	932
549	1136	929
550	1138	928
551	1140	925
552	1142	923
553	1143	920
554	1145	918
555	1146	915
556	1148	913
557	1150	911
558	1152	909
559	1153	906
560	1155	904
561	1156	901
562	1158	899
563	1160	896
564	1161	894
565	1163	892
566	1165	889
567	1166	887
568	1167	884
569	1169	882
570	1170	879
571	1171	876
572	1173	874
573	1174	871
574	1176	869
575	1178	867
576	1179	864
577	1181	862
578	1182	859
579	1183	857
580	1185	854
581	1187	852
582	1188	850
583	1189	847
584	1191	845
585	1193	842
586	1194	840
587	1196	838
588	1197	835
589	1199	833
590	1200	831
591	1202	828
592	1203	826
593	1204	823
594	1206	821
595	1208	818
596	1209	816
597	1211	814
598	1212	811
599	1213	809
600	1215	806
601	1216	804
602	1218	802
603	1219	799
604	1221	797
605	1223	795
606	1224	792
607	1226	790
608	1227	788
609	1229	785
610	1230	783
611	1231	781
612	1233	778
613	1234	776
614	1236	773
615	1237	771
616	1239	769
617	1241	767
618	1242	764
619	1244	762
620	1245	760
621	1247	758
622	1248	755
623	1250	753
624	1251	751
625	1253	748
626	1254	746
627	1255	743
628	1257	741
629	1258	739
630	1259	736
631	1261	734
632	1262	732
633	1264	729
634	1265	727
635	1267	725
636	1268	723
637	1270	720
638	1271	718
639	1273	716
640	1274	713
641	1275	711
642	1277	709
643	1278	706
644	1280	704
645	1281	702
646	1284	700
647	1285	698
648	1287	696
649	1288	693
650	1290	691
651	1291	689
652	1293	687
653	1294	684
654	1295	682
655	1297	680
656	1298	677
657	1299	675
658	1301	673
659	1302	670
660	1303	668
661	1305	666
662	1306	664
663	1308	662
664	1309	659
665	1311	657
666	1312	655
667	1313	653
668	1315	650
669	1316	648
670	1318	646
671	1319	644
672	1321	642
673	1322	639
674	1324	637
675	1325	635
676	1327	633
677	1328	631
678	1330	628
679	1332	626
680	1333	624
681	1335	622
682	1337	620
683	1338	618
684	1340	616
685	1341	614
686	1343	612
687	1345	610
688	1347	608
689	1348	605
690	1350	603
691	1351	601
692	1352	599
693	1354	597
694	1355	594
695	1356	592
696	1358	590
697	1360	588
698	1361	586
699	1363	584
700	1364	582
701	1366	579
702	1367	577
703	1369	575
704	1370	573
705	1371	571
706	1372	568
707	1374	566
708	1376	564
709	1378	562
710	1379	560
711	1381	558
712	1382	556
713	1383	554
714	1385	552
715	1386	550
716	1388	547
717	1389	545
718	1391	543
719	1392	541
720	1394	539
721	1395	537
722	1396	535
723	1398	533
724	1399	530
725	1401	528
726	1402	526
727	1404	524
728	1405	522
729	1407	520
730	1408	518
731	1410	516
732	1411	514
733	1413	512
734	1414	510
735	1416	507
736	1417	505
737	1418	503
738	1420	501
739	1421	499
740	1422	497
741	1424	495
742	1425	493
743	1426	490
744	1428	488
745	1429	486
746	1430	484
747	1432	482
748	1433	480
749	1435	478
750	1436	476
751	1437	474
752	1438	472
753	1440	469
754	1441	467
755	1442	465
756	1444	463
757	1445	461
758	1446	459
759	1448	457
760	1449	455
761	1451	453
762	1452	451
763	1454	449
764	1455	447
765	1456	444
766	1457	442
767	1459	440
768	1460	438
769	1461	436
770	1463	434
771	1464	432
772	1466	430
773	1467	428
774	1468	426
775	1470	424
776	1471	422
777	1473	420
778	1474	418
779	1475	416
780	1476	414
781	1478	412
782	1479	410
783	1481	408
784	1482	406
785	1483	403
786	1485	401
787	1486	399
788	1487	397
789	1489	395
790	1490	393
791	1492	391
792	1493	389
793	1494	387
794	1496	385
795	1497	383
796	1498	381
797	1500	379
798	1501	377
799	1502	375
800	1504	373
801	1505	371
802	1506	369
803	1508	367
804	1510	365
805	1511	363
806	1513	361
807	1514	359
808	1516	357
809	1517	355
810	1519	353
811	1520	352
812	1521	350
813	1523	348
814	1524	346
815	1526	344
816	1527	342
817	1528	340
818	1529	338
819	1531	336
820	1532	334
821	1534	332
822	1535	330
823	1536	328
824	1538	326
825	1539	324
826	1541	322
827	1542	320
828	1543	318
829	1545	316
830	1546	314
831	1547	312
832	1549	310
833	1550	308
834	1551	306
835	1553	304
836	1554	302
837	1556	300
838	1557	298
839	1558	296
840	1560	294
841	1561	293
842	1562	291
843	1564	289
844	1565	287
845	1566	285
846	1568	283
847	1569	281
848	1570	279
849	1571	277
850	1573	275
851	1574	273
852	1575	271
853	1577	269
854	1578	267
855	1580	265
856	1581	263
857	1582	261
858	1584	260
859	1585	258
860	1586	256
861	1587	254
862	1589	252
863	1590	250
864	1591	248
865	1593	246
866	1594	244
867	1595	242
868	1597	240
869	1598	238
870	1599	236
871	1601	235
872	1602	233
873	1603	231
874	1605	229
875	1606	227
876	1608	225
877	1609	223
878	1610	221
879	1611	219
880	1613	217
881	1614	215
882	1615	214
883	1616	212
884	1618	210
885	1619	208
886	1620	206
887	1622	204
888	1623	202
889	1624	200
890	1625	198
891	1627	197
892	1628	195
893	1629	193
894	1631	191
895	1632	189
896	1634	187
897	1635	185
898	1636	183
899	1638	182
900	1639	180
901	1641	178
902	1642	176
903	1644	174
904	1645	172
905	1646	170
906	1648	169
907	1649	167
908	1650	165
909	1652	163
910	1653	161
911	1654	159
912	1656	157
913	1657	155
914	1659	154
915	1660	152
916	1661	150
917	1663	148
918	1664	146
919	1665	144
920	1667	143
921	1668	141
922	1669	139
923	1671	137
924	1672	135
925	1674	133
926	1675	131
927	1676	130
928	1678	128
929	1679	126
930	1680	124
931	1682	122
932	1683	120
933	1684	119
934	1685	117
935	1687	115
936	1688	113
937	1689	111
938	1691	109
939	1692	108
940	1693	106
941	1695	104
942	1696	102
943	1697	100
944	1699	98
945	1700	97
946	1702	95
947	1703	93
948	1704	91
949	1705	89
950	1707	87
951	1708	86
952	1709	84
953	1711	82
954	1712	80
955	1714	78
956	1715	77
957	1716	75
958	1717	73
959	1719	71
960	1720	69
961	1722	68
962	1723	66
963	1724	64
964	1726	62
965	1727	60
966	1728	58
967	1729	57
968	1731	55
969	1732	53
970	1733	51
971	1735	49
972	1736	48
973	1737	46
974	1739	44
975	1740	42
976	1742	41
977	1743	39
978	1744	37
979	1746	35
980	1747	33
981	1748	32
982	1750	30
983	1751	28
984	1752	26
985	1754	24
986	1755	23
987	1756	21
988	1758	19
989	1759	17
990	1760	15
991	1762	14
992	1763	12
993	1764	10
994	1766	8
995	1767	7
996	1768	5
997	1770	3
998	1771	1
999	1772	0
